source_id,source_name,module_id,module_url,grade,subject,subdomain,module_slug,has_data_xml,has_data_np_xml,page_count,js_asset_count,exercise_asset_count,html_asset_count,data_type,language_type,module_title_en,module_title_ne,discovered_at,last_seen_at,status,notes
EPAATH_grade7__english__eng_lesson16,OLE Nepal E-Paath,grade7/english/eng_lesson16,https://epaath.olenepal.org/activity/grade7/english/eng_lesson16/,7,english,english_language,eng_lesson16,1,1,0,1,0,3,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson17,OLE Nepal E-Paath,grade7/english/eng_lesson17,https://epaath.olenepal.org/activity/grade7/english/eng_lesson17/,7,english,english_language,eng_lesson17,1,1,1,1,0,5,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson18,OLE Nepal E-Paath,grade7/english/eng_lesson18,https://epaath.olenepal.org/activity/grade7/english/eng_lesson18/,7,english,english_language,eng_lesson18,1,1,4,1,0,9,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson19,OLE Nepal E-Paath,grade7/english/eng_lesson19,https://epaath.olenepal.org/activity/grade7/english/eng_lesson19/,7,english,english_language,eng_lesson19,1,1,0,1,0,5,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson2,OLE Nepal E-Paath,grade7/english/eng_lesson2,https://epaath.olenepal.org/activity/grade7/english/eng_lesson2/,7,english,english_language,eng_lesson2,1,1,4,1,0,13,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson20,OLE Nepal E-Paath,grade7/english/eng_lesson20,https://epaath.olenepal.org/activity/grade7/english/eng_lesson20/,7,english,english_language,eng_lesson20,1,1,0,1,0,5,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson3,OLE Nepal E-Paath,grade7/english/eng_lesson3,https://epaath.olenepal.org/activity/grade7/english/eng_lesson3/,7,english,english_language,eng_lesson3,1,1,4,1,0,14,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson4,OLE Nepal E-Paath,grade7/english/eng_lesson4,https://epaath.olenepal.org/activity/grade7/english/eng_lesson4/,7,english,english_language,eng_lesson4,1,1,5,1,0,13,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson5,OLE Nepal E-Paath,grade7/english/eng_lesson5,https://epaath.olenepal.org/activity/grade7/english/eng_lesson5/,7,english,english_language,eng_lesson5,1,1,4,1,0,11,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson6,OLE Nepal E-Paath,grade7/english/eng_lesson6,https://epaath.olenepal.org/activity/grade7/english/eng_lesson6/,7,english,english_language,eng_lesson6,1,1,0,1,0,7,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson7,OLE Nepal E-Paath,grade7/english/eng_lesson7,https://epaath.olenepal.org/activity/grade7/english/eng_lesson7/,7,english,english_language,eng_lesson7,1,1,0,1,0,8,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson8,OLE Nepal E-Paath,grade7/english/eng_lesson8,https://epaath.olenepal.org/activity/grade7/english/eng_lesson8/,7,english,english_language,eng_lesson8,1,1,4,1,0,13,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__eng_lesson9,OLE Nepal E-Paath,grade7/english/eng_lesson9,https://epaath.olenepal.org/activity/grade7/english/eng_lesson9/,7,english,english_language,eng_lesson9,1,1,2,1,0,9,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__introducing_others_formally,OLE Nepal E-Paath,grade7/english/introducing_others_formally,https://epaath.olenepal.org/activity/grade7/english/introducing_others_formally/,7,english,english_language,introducing_others_formally,1,0,2,1,1,3,monolingual_module,en,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__photo_frame,OLE Nepal E-Paath,grade7/english/photo_frame,https://epaath.olenepal.org/activity/grade7/english/photo_frame/,7,english,english_language,photo_frame,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__surprise_and_dismay_new,OLE Nepal E-Paath,grade7/english/surprise_and_dismay_new,https://epaath.olenepal.org/activity/grade7/english/surprise_and_dismay_new/,7,english,english_language,surprise_and_dismay_new,1,0,2,1,1,3,monolingual_module,en,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__english__thakali_restaurant,OLE Nepal E-Paath,grade7/english/thakali_restaurant,https://epaath.olenepal.org/activity/grade7/english/thakali_restaurant/,7,english,english_language,thakali_restaurant,1,1,3,1,0,5,bilingual_module,en-ne,,,2026-05-19T04:38:17Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__math__graphing_inequalities,OLE Nepal E-Paath,grade7/math/graphing_inequalities,https://epaath.olenepal.org/activity/grade7/math/graphing_inequalities/,7,math,mathematics,graphing_inequalities,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__math__mat_int_01,OLE Nepal E-Paath,grade7/math/mat_int_01,https://epaath.olenepal.org/activity/grade7/math/mat_int_01/,7,math,mathematics,mat_int_01,1,1,0,0,1,0,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:56Z,discovered,
EPAATH_grade7__math__math_algebraicexp_01,OLE Nepal E-Paath,grade7/math/math_algebraicexp_01,https://epaath.olenepal.org/activity/grade7/math/math_algebraicexp_01/,7,math,mathematics,math_algebraicexp_01,1,1,0,0,1,0,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_angle_pairs_01,OLE Nepal E-Paath,grade7/math/math_angle_pairs_01,https://epaath.olenepal.org/activity/grade7/math/math_angle_pairs_01/,7,math,mathematics,math_angle_pairs_01,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_bearing_scale_drawing_01,OLE Nepal E-Paath,grade7/math/math_bearing_scale_drawing_01,https://epaath.olenepal.org/activity/grade7/math/math_bearing_scale_drawing_01/,7,math,mathematics,math_bearing_scale_drawing_01,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_binary_01,OLE Nepal E-Paath,grade7/math/math_binary_01,https://epaath.olenepal.org/activity/grade7/math/math_binary_01/,7,math,mathematics,math_binary_01,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_construction_angles_01,OLE Nepal E-Paath,grade7/math/math_construction_angles_01,https://epaath.olenepal.org/activity/grade7/math/math_construction_angles_01/,7,math,mathematics,math_construction_angles_01,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_cuboid_01,OLE Nepal E-Paath,grade7/math/math_cuboid_01,https://epaath.olenepal.org/activity/grade7/math/math_cuboid_01/,7,math,mathematics,math_cuboid_01,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_data_mean_01,OLE Nepal E-Paath,grade7/math/math_data_mean_01,https://epaath.olenepal.org/activity/grade7/math/math_data_mean_01/,7,math,mathematics,math_data_mean_01,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_equations_01,OLE Nepal E-Paath,grade7/math/math_equations_01,https://epaath.olenepal.org/activity/grade7/math/math_equations_01/,7,math,mathematics,math_equations_01,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_exponents,OLE Nepal E-Paath,grade7/math/math_exponents,https://epaath.olenepal.org/activity/grade7/math/math_exponents/,7,math,mathematics,math_exponents,1,1,8,1,1,20,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_exponents_new,OLE Nepal E-Paath,grade7/math/math_exponents_new,https://epaath.olenepal.org/activity/grade7/math/math_exponents_new/,7,math,mathematics,math_exponents_new,1,1,0,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_function_01,OLE Nepal E-Paath,grade7/math/math_function_01,https://epaath.olenepal.org/activity/grade7/math/math_function_01/,7,math,mathematics,math_function_01,1,1,12,1,1,12,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_quad_01,OLE Nepal E-Paath,grade7/math/math_quad_01,https://epaath.olenepal.org/activity/grade7/math/math_quad_01/,7,math,mathematics,math_quad_01,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_ratio_percent_01,OLE Nepal E-Paath,grade7/math/math_ratio_percent_01,https://epaath.olenepal.org/activity/grade7/math/math_ratio_percent_01/,7,math,mathematics,math_ratio_percent_01,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_regular_solid_objects_01,OLE Nepal E-Paath,grade7/math/math_regular_solid_objects_01,https://epaath.olenepal.org/activity/grade7/math/math_regular_solid_objects_01/,7,math,mathematics,math_regular_solid_objects_01,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_set_01,OLE Nepal E-Paath,grade7/math/math_set_01,https://epaath.olenepal.org/activity/grade7/math/math_set_01/,7,math,mathematics,math_set_01,1,1,6,1,0,8,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_simlarity_01,OLE Nepal E-Paath,grade7/math/math_simlarity_01,https://epaath.olenepal.org/activity/grade7/math/math_simlarity_01/,7,math,mathematics,math_simlarity_01,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:18Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_sqrt,OLE Nepal E-Paath,grade7/math/math_sqrt,https://epaath.olenepal.org/activity/grade7/math/math_sqrt/,7,math,mathematics,math_sqrt,1,1,7,1,1,9,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_tesellation,OLE Nepal E-Paath,grade7/math/math_tesellation,https://epaath.olenepal.org/activity/grade7/math/math_tesellation/,7,math,mathematics,math_tesellation,1,1,0,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_transformation,OLE Nepal E-Paath,grade7/math/math_transformation,https://epaath.olenepal.org/activity/grade7/math/math_transformation/,7,math,mathematics,math_transformation,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__math_unitary_01,OLE Nepal E-Paath,grade7/math/math_unitary_01,https://epaath.olenepal.org/activity/grade7/math/math_unitary_01/,7,math,mathematics,math_unitary_01,1,1,11,1,1,11,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__types_of_sets,OLE Nepal E-Paath,grade7/math/types_of_sets,https://epaath.olenepal.org/activity/grade7/math/types_of_sets/,7,math,mathematics,types_of_sets,1,1,7,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__math__universal_sets,OLE Nepal E-Paath,grade7/math/universal_sets,https://epaath.olenepal.org/activity/grade7/math/universal_sets/,7,math,mathematics,universal_sets,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__science__cell_new,OLE Nepal E-Paath,grade7/science/cell_new,https://epaath.olenepal.org/activity/grade7/science/cell_new/,7,science,science,cell_new,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__science__cls_of_invert_new,OLE Nepal E-Paath,grade7/science/cls_of_invert_new,https://epaath.olenepal.org/activity/grade7/science/cls_of_invert_new/,7,science,science,cls_of_invert_new,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__science__density_new,OLE Nepal E-Paath,grade7/science/density_new,https://epaath.olenepal.org/activity/grade7/science/density_new/,7,science,science,density_new,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__science__distance_displacement,OLE Nepal E-Paath,grade7/science/distance_displacement,https://epaath.olenepal.org/activity/grade7/science/distance_displacement/,7,science,science,distance_displacement,1,1,1,1,1,1,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__science__electricity_new,OLE Nepal E-Paath,grade7/science/electricity_new,https://epaath.olenepal.org/activity/grade7/science/electricity_new/,7,science,science,electricity_new,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__science__heat01,OLE Nepal E-Paath,grade7/science/heat01,https://epaath.olenepal.org/activity/grade7/science/heat01/,7,science,science,heat01,1,1,0,0,1,0,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:57Z,discovered,
EPAATH_grade7__science__heat02,OLE Nepal E-Paath,grade7/science/heat02,https://epaath.olenepal.org/activity/grade7/science/heat02/,7,science,science,heat02,1,1,0,0,1,0,bilingual_module,en-ne,,,2026-05-19T04:38:19Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_animal_class_01,OLE Nepal E-Paath,grade7/science/sci_animal_class_01,https://epaath.olenepal.org/activity/grade7/science/sci_animal_class_01/,7,science,science,sci_animal_class_01,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_atmosphere_i,OLE Nepal E-Paath,grade7/science/sci_atmosphere_i,https://epaath.olenepal.org/activity/grade7/science/sci_atmosphere_i/,7,science,science,sci_atmosphere_i,1,1,4,1,0,4,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_cell_01,OLE Nepal E-Paath,grade7/science/sci_cell_01,https://epaath.olenepal.org/activity/grade7/science/sci_cell_01/,7,science,science,sci_cell_01,1,1,0,0,1,0,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_chemicals_01,OLE Nepal E-Paath,grade7/science/sci_chemicals_01,https://epaath.olenepal.org/activity/grade7/science/sci_chemicals_01/,7,science,science,sci_chemicals_01,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_distance_01,OLE Nepal E-Paath,grade7/science/sci_distance_01,https://epaath.olenepal.org/activity/grade7/science/sci_distance_01/,7,science,science,sci_distance_01,0,0,0,0,0,0,monolingual_module,unknown,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_earth_universe_01,OLE Nepal E-Paath,grade7/science/sci_earth_universe_01,https://epaath.olenepal.org/activity/grade7/science/sci_earth_universe_01/,7,science,science,sci_earth_universe_01,1,1,14,1,1,14,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_electricity_01,OLE Nepal E-Paath,grade7/science/sci_electricity_01,https://epaath.olenepal.org/activity/grade7/science/sci_electricity_01/,7,science,science,sci_electricity_01,1,1,23,1,1,23,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_force_01,OLE Nepal E-Paath,grade7/science/sci_force_01,https://epaath.olenepal.org/activity/grade7/science/sci_force_01/,7,science,science,sci_force_01,1,1,2,1,1,10,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_life_process_01,OLE Nepal E-Paath,grade7/science/sci_life_process_01,https://epaath.olenepal.org/activity/grade7/science/sci_life_process_01/,7,science,science,sci_life_process_01,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_light_01,OLE Nepal E-Paath,grade7/science/sci_light_01,https://epaath.olenepal.org/activity/grade7/science/sci_light_01/,7,science,science,sci_light_01,1,1,34,1,1,34,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_magnet01,OLE Nepal E-Paath,grade7/science/sci_magnet01,https://epaath.olenepal.org/activity/grade7/science/sci_magnet01/,7,science,science,sci_magnet01,1,1,0,1,1,12,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_measurement_01,OLE Nepal E-Paath,grade7/science/sci_measurement_01,https://epaath.olenepal.org/activity/grade7/science/sci_measurement_01/,7,science,science,sci_measurement_01,1,1,14,1,1,14,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_metal_non_metal,OLE Nepal E-Paath,grade7/science/sci_metal_non_metal,https://epaath.olenepal.org/activity/grade7/science/sci_metal_non_metal/,7,science,science,sci_metal_non_metal,1,1,13,1,1,15,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_mixture_01,OLE Nepal E-Paath,grade7/science/sci_mixture_01,https://epaath.olenepal.org/activity/grade7/science/sci_mixture_01/,7,science,science,sci_mixture_01,1,1,10,1,0,14,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_plant_class_01,OLE Nepal E-Paath,grade7/science/sci_plant_class_01,https://epaath.olenepal.org/activity/grade7/science/sci_plant_class_01/,7,science,science,sci_plant_class_01,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_plant_process_01,OLE Nepal E-Paath,grade7/science/sci_plant_process_01,https://epaath.olenepal.org/activity/grade7/science/sci_plant_process_01/,7,science,science,sci_plant_process_01,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_pressure01,OLE Nepal E-Paath,grade7/science/sci_pressure01,https://epaath.olenepal.org/activity/grade7/science/sci_pressure01/,7,science,science,sci_pressure01,1,1,0,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:20Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_rocks_01,OLE Nepal E-Paath,grade7/science/sci_rocks_01,https://epaath.olenepal.org/activity/grade7/science/sci_rocks_01/,7,science,science,sci_rocks_01,1,1,12,1,0,13,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_sm001,OLE Nepal E-Paath,grade7/science/sci_sm001,https://epaath.olenepal.org/activity/grade7/science/sci_sm001/,7,science,science,sci_sm001,1,1,0,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_sm002,OLE Nepal E-Paath,grade7/science/sci_sm002,https://epaath.olenepal.org/activity/grade7/science/sci_sm002/,7,science,science,sci_sm002,1,1,0,1,1,1,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_state_matter_01,OLE Nepal E-Paath,grade7/science/sci_state_matter_01,https://epaath.olenepal.org/activity/grade7/science/sci_state_matter_01/,7,science,science,sci_state_matter_01,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_stateofmatter02,OLE Nepal E-Paath,grade7/science/sci_stateofmatter02,https://epaath.olenepal.org/activity/grade7/science/sci_stateofmatter02/,7,science,science,sci_stateofmatter02,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_weather_climate_i,OLE Nepal E-Paath,grade7/science/sci_weather_climate_i,https://epaath.olenepal.org/activity/grade7/science/sci_weather_climate_i/,7,science,science,sci_weather_climate_i,1,1,10,1,1,10,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__sci_wep02,OLE Nepal E-Paath,grade7/science/sci_wep02,https://epaath.olenepal.org/activity/grade7/science/sci_wep02/,7,science,science,sci_wep02,1,1,6,1,0,7,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__scsou01,OLE Nepal E-Paath,grade7/science/scsou01,https://epaath.olenepal.org/activity/grade7/science/scsou01/,7,science,science,scsou01,1,1,0,0,1,0,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade7__science__scwep01,OLE Nepal E-Paath,grade7/science/scwep01,https://epaath.olenepal.org/activity/grade7/science/scwep01/,7,science,science,scwep01,1,1,0,0,1,0,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade8__english__asking_for_information,OLE Nepal E-Paath,grade8/english/asking_for_information,https://epaath.olenepal.org/activity/grade8/english/asking_for_information/,8,english,english_language,asking_for_information,1,0,2,1,1,3,monolingual_module,en,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade8__english__cdc_e1_asking_for_permission_and_expressing_obligation,OLE Nepal E-Paath,grade8/english/cdc_e1_asking_for_permission_and_expressing_obligation,https://epaath.olenepal.org/activity/grade8/english/cdc_e1_asking_for_permission_and_expressing_obligation/,8,english,english_language,cdc_e1_asking_for_permission_and_expressing_obligation,1,1,9,1,1,9,bilingual_module,en-ne,,,2026-05-19T04:38:21Z,2026-05-19T04:56:58Z,discovered,
EPAATH_grade8__english__eng_asking_for_permission,OLE Nepal E-Paath,grade8/english/eng_asking_for_permission,https://epaath.olenepal.org/activity/grade8/english/eng_asking_for_permission/,8,english,english_language,eng_asking_for_permission,1,1,9,1,0,16,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_changing_society,OLE Nepal E-Paath,grade8/english/eng_grade8_changing_society,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_changing_society/,8,english,english_language,eng_grade8_changing_society,1,1,7,1,0,16,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_climate_change,OLE Nepal E-Paath,grade8/english/eng_grade8_climate_change,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_climate_change/,8,english,english_language,eng_grade8_climate_change,1,1,9,1,0,14,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_documenting_experiences,OLE Nepal E-Paath,grade8/english/eng_grade8_documenting_experiences,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_documenting_experiences/,8,english,english_language,eng_grade8_documenting_experiences,1,1,6,1,0,12,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_ecotourism,OLE Nepal E-Paath,grade8/english/eng_grade8_ecotourism,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_ecotourism/,8,english,english_language,eng_grade8_ecotourism,1,1,2,1,0,10,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_expressing_ability,OLE Nepal E-Paath,grade8/english/eng_grade8_expressing_ability,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_expressing_ability/,8,english,english_language,eng_grade8_expressing_ability,1,1,2,1,0,9,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_expressing_likes_dislikes,OLE Nepal E-Paath,grade8/english/eng_grade8_expressing_likes_dislikes,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_expressing_likes_dislikes/,8,english,english_language,eng_grade8_expressing_likes_dislikes,1,1,4,1,0,10,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_historical_highlights,OLE Nepal E-Paath,grade8/english/eng_grade8_historical_highlights,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_historical_highlights/,8,english,english_language,eng_grade8_historical_highlights,1,1,14,1,0,22,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_indigenous_communities,OLE Nepal E-Paath,grade8/english/eng_grade8_indigenous_communities,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_indigenous_communities/,8,english,english_language,eng_grade8_indigenous_communities,1,1,16,1,0,23,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_leonardo_da_vinci,OLE Nepal E-Paath,grade8/english/eng_grade8_leonardo_da_vinci,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_leonardo_da_vinci/,8,english,english_language,eng_grade8_leonardo_da_vinci,1,1,12,1,0,23,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
EPAATH_grade8__english__eng_grade8_makalu_barun,OLE Nepal E-Paath,grade8/english/eng_grade8_makalu_barun,https://epaath.olenepal.org/activity/grade8/english/eng_grade8_makalu_barun/,8,english,english_language,eng_grade8_makalu_barun,1,1,2,1,0,6,bilingual_module,en-ne,,,2026-05-19T04:38:22Z,2026-05-19T04:56:59Z,discovered,
